exchange,symbol,company
XNSE,JUMBO_UADJ,Jumbo Bag Ltd. (JUMBO) Unadjusted Stock Prices
XNSE,Q1TATASTEEL_UADJ,Tata Steel Ltd. (Q1TATASTEEL) Unadjusted Stock Prices
XNSE,RNRL_UADJ,Reliance Natural Resources Ltd. (RNRL) Unadjusted Stock Prices
XNSE,PAREKHPLAT_UADJ,Parekh Platinum Ltd. (PAREKHPLAT) Unadjusted Stock Prices
XNSE,N2IRFC_UADJ,Indian Railway Finance Corp (N2IRFC) Unadjusted Stock Prices
XNSE,MFRFXXII29GR_UADJ,Reliance Capital Asset Management Ltd (MFRFXXII29GR) Unadjusted Stock Prices
XNSE,MFIPRU1795_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU1795) Unadjusted Stock Prices
XNSE,MFIPRU8470_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU8470) Unadjusted Stock Prices
XNSE,AZTECSOFT_UADJ,Aztecsoft Ltd (AZTECSOFT) Unadjusted Stock Prices
XNSE,N4IDFC_UADJ,IDFC Ltd (N4IDFC) Unadjusted Stock Prices
XNSE,ITHECINFRA_UADJ,HEC Infra Projects Ltd (ITHECINFRA) Unadjusted Stock Prices
XNSE,SIMPLEXCAS_UADJ,Simplex Castings Ltd. (SIMPLEXCAS) Unadjusted Stock Prices
XNSE,MFDWSFTF96GR_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSFTF96GR) Unadjusted Stock Prices
XNSE,NDSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NDSRTRANSFIN) Unadjusted Stock Prices
XNSE,STER_UADJ,Sterlite Industries (India) Ltd. (STER) Unadjusted Stock Prices
XNSE,TTKHEALTH_UADJ,TTK Healthcare Ltd. (TTKHEALTH) Unadjusted Stock Prices
XNSE,MFDWSHYD5GR_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD5GR) Unadjusted Stock Prices
XNSE,IOLN_UADJ,IOL Netcom Ltd. (IOLN) Unadjusted Stock Prices
XNSE,MFSDF36M6GR_UADJ,SBI Funds Management Private Limited (MFSDF36M6GR) Unadjusted Stock Prices
XNSE,W2BHARATFORG_UADJ,Bharat Forge Ltd. (W2BHARATFORG) Unadjusted Stock Prices
XNSE,CRESTANI_UADJ,Crest Animation Studios Ltd. (CRESTANI) Unadjusted Stock Prices
XNSE,TANFACIND_UADJ,TANFAC Industries Ltd. (TANFACIND) Unadjusted Stock Prices
XNSE,N1NHAI_UADJ,National Highways Authority of India (N1NHAI) Unadjusted Stock Prices
XNSE,EVINIX_UADJ,Evinix Industries Ltd. (EVINIX) Unadjusted Stock Prices
XNSE,WINSOMEDJ_UADJ,Winsome Diamonds & Jewellery Ltd (WINSOMEDJ) Unadjusted Stock Prices
XNSE,GODAVRFERT_UADJ,Godavari Fertilisers & Chemicals Ltd. (GODAVRFERT) Unadjusted Stock Prices
XNSE,ESSARPORTS_UADJ,Essar Ports Ltd (ESSARPORTS) Unadjusted Stock Prices
XNSE,MFBSLFTPLLRG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLFTPLLRG) Unadjusted Stock Prices
XNSE,N5HUDCO_UADJ,Housing & Urban Development Corporation. (N5HUDCO) Unadjusted Stock Prices
XNSE,MFLTMFDE369G_UADJ,L&T Investment Management Limited (MFLTMFDE369G) Unadjusted Stock Prices
XNSE,N6NHPC_UADJ,NHPC Limited (N6NHPC) Unadjusted Stock Prices
XNSE,E1ALOKTEXT_UADJ,Alok Industries Ltd. (E1ALOKTEXT) Unadjusted Stock Prices
XNSE,CORAL_HUB_UADJ,Coral Hub Ltd. (CORAL.HUB) Unadjusted Stock Prices
XNSE,TULSYAN_UADJ,Tulsyan NEC Ltd. (TULSYAN) Unadjusted Stock Prices
XNSE,VARUN_UADJ,Varun Industries Ltd. (VARUN) Unadjusted Stock Prices
XNSE,BALASTEELS_UADJ,Shri Ramrupai Balaji Steels Ltd. (BALASTEELS) Unadjusted Stock Prices
XNSE,N1RECLTD_UADJ,Rural Electrification Corporation Ltd (N1RECLTD) Unadjusted Stock Prices
XNSE,DCMFINSERV_UADJ,DCM Financial Services Ltd. (DCMFINSERV) Unadjusted Stock Prices
XNSE,W1MORARJETEX_UADJ,Morarjee Textiles Ltd. (W1MORARJETEX) Unadjusted Stock Prices
XNSE,N3SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (N3SRTRANSFIN) Unadjusted Stock Prices
XNSE,ELNET_UADJ,Elnet Technologies Ltd. (ELNET) Unadjusted Stock Prices
XNSE,KOPDRUGS_UADJ,KDL Biotech Ltd. (KOPDRUGS) Unadjusted Stock Prices
XNSE,INGVYSYABK_UADJ,Ing Vysya Bank Ltd. (INGVYSYABK) Unadjusted Stock Prices
XNSE,W1IBULHSGFIN_UADJ,Indiabulls Housing Finance Limited (W1IBULHSGFIN) Unadjusted Stock Prices
XNSE,W1INDHOTEL_UADJ,Indian Hotels Co. Ltd. (W1INDHOTEL) Unadjusted Stock Prices
XNSE,N4INDHOTEL_UADJ,Indian Hotels Co. Ltd. (N4INDHOTEL) Unadjusted Stock Prices
XNSE,KRITIIND_UADJ,Kriti Industries (India) Ltd. (KRITIIND) Unadjusted Stock Prices
XNSE,N8RECLTD_UADJ,Rural Electrification Corporation Ltd (N8RECLTD) Unadjusted Stock Prices
XNSE,N9RECLTD_UADJ,Rural Electrification Corporation Ltd (N9RECLTD) Unadjusted Stock Prices
XNSE,W1CHOLADBS_UADJ,Cholamandalam Investment and Finance Company Ltd. (W1CHOLADBS) Unadjusted Stock Prices
XNSE,E1WWIL_UADJ,Siti Cable Network Ltd. (E1WWIL) Unadjusted Stock Prices
XNSE,MFBSLFTPDAG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLFTPDAG) Unadjusted Stock Prices
XNSE,NGSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NGSRTRANSFIN) Unadjusted Stock Prices
XNSE,Y1SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (Y1SRTRANSFIN) Unadjusted Stock Prices
XNSE,JEYPORE_UADJ,Jeypore Sugar Co. Ltd. (JEYPORE) Unadjusted Stock Prices
XNSE,VARUNSHIP_UADJ,Varun Shipping Co. Ltd. (VARUNSHIP) Unadjusted Stock Prices
XNSE,N3L_TFINANCE_UADJ,L&T Finance Limited. (N3L.TFINANCE) Unadjusted Stock Prices
XNSE,SUPER_UADJ,Super Sales India Ltd. (SUPER) Unadjusted Stock Prices
XNSE,HIRAFERRO_UADJ,Hira Ferro Alloys Ltd (HIRAFERRO) Unadjusted Stock Prices
XNSE,MANJEERA_UADJ,Manjeera Constructions Ltd (MANJEERA) Unadjusted Stock Prices
XNSE,DCHL_UADJ,Deccan Chronicle Holdings Ltd. (DCHL) Unadjusted Stock Prices
XNSE,MAWANA_UADJ,Mawana Sugars Ltd. (MAWANA) Unadjusted Stock Prices
XNSE,TAKSHEEL_UADJ,Taksheel Solutions Ltd (TAKSHEEL) Unadjusted Stock Prices
XNSE,N4IRFC_UADJ,Indian Railway Finance Corp (N4IRFC) Unadjusted Stock Prices
XNSE,N2RECLTD_UADJ,Rural Electrification Corporation Ltd (N2RECLTD) Unadjusted Stock Prices
XNSE,NTSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NTSRTRANSFIN) Unadjusted Stock Prices
XNSE,MFFTFTF12CGR_UADJ,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF12CGR) Unadjusted Stock Prices
XNSE,KITPLYIND_UADJ,Kitply Industries Ltd. (KITPLYIND) Unadjusted Stock Prices
XNSE,Y2SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (Y2SRTRANSFIN) Unadjusted Stock Prices
XNSE,W1GUJNRECOKE_UADJ,Gujarat NRE Coke Ltd (W1GUJNRECOKE) Unadjusted Stock Prices
XNSE,NARMDCHEMA_UADJ,Narmada Chematur Petrochemicals Ltd. (NARMDCHEMA) Unadjusted Stock Prices
XNSE,E1BHUSANSTL_UADJ,Bhushan Steel Ltd (E1BHUSANSTL) Unadjusted Stock Prices
XNSE,MAHINDUGIN_UADJ,Mahindra Ugine Steel Co. Ltd. (MAHINDUGIN) Unadjusted Stock Prices
XNSE,WARTSILA_UADJ,Wartsila India Ltd. (WARTSILA) Unadjusted Stock Prices
XNSE,MFRELDUALDPA_UADJ,Reliance Capital Asset Management Ltd (MFRELDUALDPA) Unadjusted Stock Prices
XNSE,IBP_UADJ,IBP Co. Ltd. (IBP) Unadjusted Stock Prices
XNSE,MFRMFINARGG1_UADJ,Reliance Capital Asset Management Ltd (MFRMFINARGG1) Unadjusted Stock Prices
XNSE,NARECLTD_UADJ,Rural Electrification Corporation Ltd (NARECLTD) Unadjusted Stock Prices
XNSE,N7SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (N7SRTRANSFIN) Unadjusted Stock Prices
XNSE,SOUISPAT_UADJ,Southern Ispat & Energy Ltd (SOUISPAT) Unadjusted Stock Prices
XNSE,MFDWSFMP47DG_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP47DG) Unadjusted Stock Prices
XNSE,N3IRFC_UADJ,Indian Railway Finance Corp (N3IRFC) Unadjusted Stock Prices
XNSE,N7SHRIRAMCIT_UADJ,Shriram City Union Finance Ltd. (N7SHRIRAMCIT) Unadjusted Stock Prices
XNSE,N3SBIN_UADJ,State Bank of India (N3SBIN) Unadjusted Stock Prices
XNSE,N6NTPC_UADJ,NTPC Ltd. (N6NTPC) Unadjusted Stock Prices
XNSE,E2ICICIBANK_UADJ,ICICI Bank Ltd. (E2ICICIBANK) Unadjusted Stock Prices
XNSE,NISRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NISRTRANSFIN) Unadjusted Stock Prices
XNSE,GLODYNE_UADJ,Glodyne Technoserve Ltd (GLODYNE) Unadjusted Stock Prices
XNSE,SALONACOT_UADJ,Salona Cotspin Ltd. (SALONACOT) Unadjusted Stock Prices
XNSE,RELMEDIA_UADJ,Reliance MediaWorks Ltd (RELMEDIA) Unadjusted Stock Prices
XNSE,MFIPRU_8484_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU.8484) Unadjusted Stock Prices
XNSE,MFH37027ARG4_UADJ,HDFC Asset Management Company Ltd. (MFH37027ARG4) Unadjusted Stock Prices
XNSE,SAKTHIFIN_UADJ,Sakthi Finance Ltd. (SAKTHIFIN) Unadjusted Stock Prices
XNSE,N9MUTHOOTFIN_UADJ,Muthoot Finance Ltd. (N9MUTHOOTFIN) Unadjusted Stock Prices
XNSE,N6HUDCO_UADJ,Housing & Urban Development Corporation. (N6HUDCO) Unadjusted Stock Prices
XNSE,UBENGG_UADJ,UB Engineering Ltd. (UBENGG) Unadjusted Stock Prices
XNSE,BRABOURNE_UADJ,Brabourne Enterprises Ltd (BRABOURNE) Unadjusted Stock Prices
XNSE,PANCARBON_UADJ,Panasonic Carbon India Co. Ltd. (PANCARBON) Unadjusted Stock Prices
XNSE,SAMINDUS_UADJ,Sam Industries Ltd. (SAMINDUS) Unadjusted Stock Prices
XNSE,N5IIFLFIN_UADJ,India Infoline Finance Ltd (N5IIFLFIN) Unadjusted Stock Prices
XNSE,MFIPRU8490_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU8490) Unadjusted Stock Prices
XNSE,N6IRFC_UADJ,Indian Railway Finance Corp (N6IRFC) Unadjusted Stock Prices
XNSE,N1IRFC_UADJ,Indian Railway Finance Corp (N1IRFC) Unadjusted Stock Prices
XNSE,N4HUDCO_UADJ,Housing & Urban Development Corporation. (N4HUDCO) Unadjusted Stock Prices
XNSE,MFRSDFSA27GR_UADJ,SBI Funds Management Private Limited (MFRSDFSA27GR) Unadjusted Stock Prices
XNSE,N1NHBTF2023_UADJ,National Housing Bank (N1NHBTF2023) Unadjusted Stock Prices
XNSE,NMSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NMSRTRANSFIN) Unadjusted Stock Prices
XNSE,DALMIAREF_UADJ,Dalmia Refractories Ltd. (DALMIAREF) Unadjusted Stock Prices
XNSE,AMLSTEEL_UADJ,AML Steel Ltd. (AMLSTEEL) Unadjusted Stock Prices
XNSE,WYETH_UADJ,Wyeth Ltd. (WYETH) Unadjusted Stock Prices
XNSE,PANCHSHEEL_UADJ,Panchsheel Organics Ltd. (PANCHSHEEL) Unadjusted Stock Prices
XNSE,NJSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NJSRTRANSFIN) Unadjusted Stock Prices
XNSE,P1SAKUMA_UADJ,Sakuma Exports Ltd. (P1SAKUMA) Unadjusted Stock Prices
XNSE,DECOLIGHT_UADJ,Decolight Ceramics Ltd. (DECOLIGHT) Unadjusted Stock Prices
XNSE,MFRFHFXX31GP_UADJ,Reliance Capital Asset Management Ltd (MFRFHFXX31GP) Unadjusted Stock Prices
XNSE,SETFBANK_UADJ,SBI Funds Management Private Limited (SETFBANK) Unadjusted Stock Prices
XNSE,N6RECLTD_UADJ,Rural Electrification Corporation Ltd (N6RECLTD) Unadjusted Stock Prices
XNSE,N1DRREDDY_UADJ,Dr. Reddy`s Laboratories Ltd. (N1DRREDDY) Unadjusted Stock Prices
XNSE,ORGINFO_UADJ,ORG Informatics Ltd. (ORGINFO) Unadjusted Stock Prices
XNSE,TELEDATAGL_UADJ,Agnite Education Ltd (TELEDATAGL) Unadjusted Stock Prices
XNSE,TREADS_UADJ,Treadsdirect Ltd (TREADS) Unadjusted Stock Prices
XNSE,NEHAINT_UADJ,Neha International Ltd. (NEHAINT) Unadjusted Stock Prices
XNSE,NXSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NXSRTRANSFIN) Unadjusted Stock Prices
XNSE,NOVOPANIND_UADJ,Novopan Industries Ltd (NOVOPANIND) Unadjusted Stock Prices
XNSE,N9SHRIRAMCIT_UADJ,Shriram City Union Finance Ltd. (N9SHRIRAMCIT) Unadjusted Stock Prices
XNSE,Q2TRENT_UADJ,Trent Ltd. (Q2TRENT) Unadjusted Stock Prices
XNSE,INFODRIVE_UADJ,Info-Drive Software Ltd. (INFODRIVE) Unadjusted Stock Prices
XNSE,P1NETWORK18_UADJ,Network 18 Media & Investments Ltd. (P1NETWORK18) Unadjusted Stock Prices
XNSE,GUJSTATFIN_UADJ,Gujarat State Financial Corporation (GUJSTATFIN) Unadjusted Stock Prices
XNSE,SARTHAKIND_UADJ,Sarthak Industries Ltd. (SARTHAKIND) Unadjusted Stock Prices
XNSE,OENCONNECT_UADJ,FCI OEN Connectors Ltd. (OENCONNECT) Unadjusted Stock Prices
XNSE,NVSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NVSRTRANSFIN) Unadjusted Stock Prices
XNSE,MFDWSFMP4GR_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP4GR) Unadjusted Stock Prices
XNSE,TV_18_UADJ,Television Eighteen India Ltd. (TV.18) Unadjusted Stock Prices
XNSE,P1ESTL_UADJ,Essar Steel Ltd. (P1ESTL) Unadjusted Stock Prices
XNSE,N7HUDCO_UADJ,Housing & Urban Development Corporation. (N7HUDCO) Unadjusted Stock Prices
XNSE,SPANCO_UADJ,Spanco Ltd (SPANCO) Unadjusted Stock Prices
XNSE,CHEMPLAST_UADJ,Chemplast Sanmar Ltd. (CHEMPLAST) Unadjusted Stock Prices
XNSE,N3RECLTD_UADJ,Rural Electrification Corporation Ltd (N3RECLTD) Unadjusted Stock Prices
XNSE,FAME_UADJ,Fame India Ltd (FAME) Unadjusted Stock Prices
XNSE,INDIABULLS_UADJ,Indiabulls Financial Services (INDIABULLS) Unadjusted Stock Prices
XNSE,NUCHEM_UADJ,Nuchem Ltd. (NUCHEM) Unadjusted Stock Prices
XNSE,DHANUS_UADJ,Dhanus Technologies Ltd. (DHANUS) Unadjusted Stock Prices
XNSE,BOSCHCHASY_UADJ,Bosch Chassis Systems India Ltd. (BOSCHCHASY) Unadjusted Stock Prices
XNSE,POLARIND_UADJ,Polar Industries Ltd. (POLARIND) Unadjusted Stock Prices
XNSE,MFIPRU2256_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU2256) Unadjusted Stock Prices
XNSE,ORIENTINFO_UADJ,Orient Information Technology Ltd. (ORIENTINFO) Unadjusted Stock Prices
XNSE,LAKSHMIMIL_UADJ,Lakshmi Mills Co. Ltd. (LAKSHMIMIL) Unadjusted Stock Prices
XNSE,N4NHBTF2014_UADJ,National Housing Bank (N4NHBTF2014) Unadjusted Stock Prices
XNSE,N2IIFLFIN_UADJ,India Infoline Finance Ltd (N2IIFLFIN) Unadjusted Stock Prices
XNSE,ASIANELEC_UADJ,Asian Electronics Ltd. (ASIANELEC) Unadjusted Stock Prices
XNSE,HINVDIR_UADJ,HSBC InvestDirect (India) Ltd (HINVDIR) Unadjusted Stock Prices
XNSE,ITELITE_UADJ,Elite Conductors Ltd. (ITELITE) Unadjusted Stock Prices
XNSE,ALPINEHOU_UADJ,Alpine Housing Development Corporation Ltd. (ALPINEHOU) Unadjusted Stock Prices
XNSE,N1SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (N1SRTRANSFIN) Unadjusted Stock Prices
XNSE,N4NHPC_UADJ,NHPC Limited (N4NHPC) Unadjusted Stock Prices
XNSE,NASHRIRAMCIT_UADJ,Shriram City Union Finance Ltd. (NASHRIRAMCIT) Unadjusted Stock Prices
XNSE,MFDWSFMP66RG_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP66RG) Unadjusted Stock Prices
XNSE,NAIIFLFIN_UADJ,India Infoline Finance Ltd (NAIIFLFIN) Unadjusted Stock Prices
XNSE,MMWL_UADJ,Media Matrix Worldwide Ltd. (MMWL) Unadjusted Stock Prices
XNSE,N1JYOTISTRUC_UADJ,Jyoti Structures Ltd. (N1JYOTISTRUC) Unadjusted Stock Prices
XNSE,MFBSLFTPKUDG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLFTPKUDG) Unadjusted Stock Prices
XNSE,NZSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NZSRTRANSFIN) Unadjusted Stock Prices
XNSE,SANGHIPOLY_UADJ,Sanghi Polysters Ltd. (SANGHIPOLY) Unadjusted Stock Prices
XNSE,SHPRE_UADJ,Shree Precoated Steels Ltd (SHPRE) Unadjusted Stock Prices
XNSE,PASUPATI_UADJ,Pasupati Fabrics Ltd. (PASUPATI) Unadjusted Stock Prices
XNSE,BODHTREE_UADJ,Bodhtree Consulting Ltd (BODHTREE) Unadjusted Stock Prices
XNSE,N2IDBI0205_UADJ,IDBI Bank Ltd (N2IDBI0205) Unadjusted Stock Prices
XNSE,AMBICAAGAR_UADJ,Ambica Agarbathies Aroma & Industries Ltd (AMBICAAGAR) Unadjusted Stock Prices
XNSE,AMAR_UADJ,Amar Remedies Ltd. (AMAR) Unadjusted Stock Prices
XNSE,MGOLD_UADJ,Motilal Oswal Asset Management Company Limited (MGOLD) Unadjusted Stock Prices
XNSE,MFFTFTF14ADV_UADJ,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14ADV) Unadjusted Stock Prices
XNSE,N5SBIN_UADJ,State Bank of India (N5SBIN) Unadjusted Stock Prices
XNSE,M1ICICI_UADJ,ICICI Bank Ltd. (M1ICICI) Unadjusted Stock Prices
XNSE,MFLTMFXTG_UADJ,L&T Investment Management Limited (MFLTMFXTG) Unadjusted Stock Prices
XNSE,N1TITAN_UADJ,Titan Co. Ltd (N1TITAN) Unadjusted Stock Prices
XNSE,MFIPRU1799_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU1799) Unadjusted Stock Prices
XNSE,N4IIFLFIN_UADJ,India Infoline Finance Ltd (N4IIFLFIN) Unadjusted Stock Prices
XNSE,PILIND_UADJ,PIL Italica Lifestyle Ltd. (PILIND) Unadjusted Stock Prices
XNSE,W1SAKUMA_UADJ,Sakuma Exports Ltd. (W1SAKUMA) Unadjusted Stock Prices
XNSE,COMPUAGE_UADJ,Compuage Infocom Ltd (COMPUAGE) Unadjusted Stock Prices
XNSE,BPLENGG_UADJ,BPL Engineering Ltd. (BPLENGG) Unadjusted Stock Prices
XNSE,N6L_TFINANCE_UADJ,L&T Finance Limited. (N6L.TFINANCE) Unadjusted Stock Prices
XNSE,MFDWSFMP52DG_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP52DG) Unadjusted Stock Prices
XNSE,INDUSFILA_UADJ,Indus Fila Ltd. (INDUSFILA) Unadjusted Stock Prices
XNSE,N9SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (N9SRTRANSFIN) Unadjusted Stock Prices
XNSE,BANKRAJAS_UADJ,Bank of Rajasthan Ltd. (BANKRAJAS) Unadjusted Stock Prices
XNSE,SUMMIT_UADJ,Summit Securities Ltd (SUMMIT) Unadjusted Stock Prices
XNSE,MFSMCSRIVRG_UADJ,Sundaram Asset Management Company Limited (MFSMCSRIVRG) Unadjusted Stock Prices
XNSE,N4SHRIRAMCIT_UADJ,Shriram City Union Finance Ltd. (N4SHRIRAMCIT) Unadjusted Stock Prices
XNSE,MFIPRU2317_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU2317) Unadjusted Stock Prices
XNSE,MFKTKFMP24DG_UADJ,Kotak Mahindra Asset Management Company Ltd (MFKTKFMP24DG) Unadjusted Stock Prices
XNSE,MAKE_UADJ,Marico Kaya Enterprises Ltd (MAKE) Unadjusted Stock Prices
XNSE,SAVERA_UADJ,Savera Industries Ltd. (SAVERA) Unadjusted Stock Prices
XNSE,BRANDHOUSE_UADJ,Brandhouse Retails Ltd (BRANDHOUSE) Unadjusted Stock Prices
XNSE,W1APPAPER_UADJ,International Paper APPM Ltd. (W1APPAPER) Unadjusted Stock Prices
XNSE,BIMETAL_UADJ,Bimetal Bearings Ltd. (BIMETAL) Unadjusted Stock Prices
XNSE,N7RELIFIN_UADJ,Religare Finvest Limited (N7RELIFIN) Unadjusted Stock Prices
XNSE,RPGCABLES_UADJ,RPG Cables Ltd. (RPGCABLES) Unadjusted Stock Prices
XNSE,E2DISHTV_UADJ,Dish TV India Ltd (E2DISHTV) Unadjusted Stock Prices
XNSE,MFLTFXHGD_UADJ,L&T Investment Management Limited (MFLTFXHGD) Unadjusted Stock Prices
XNSE,ELGIRUBBER_UADJ,Elgi Rubber Company Ltd (ELGIRUBBER) Unadjusted Stock Prices
XNSE,BINANICEM_UADJ,Binani Cement Ltd. (BINANICEM) Unadjusted Stock Prices
XNSE,TELEMARINE_UADJ,Teledata Marine Solutions Ltd (TELEMARINE) Unadjusted Stock Prices
XNSE,NPSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NPSRTRANSFIN) Unadjusted Stock Prices
XNSE,N2MUTHOOTFIN_UADJ,Muthoot Finance Ltd. (N2MUTHOOTFIN) Unadjusted Stock Prices
XNSE,NEOCORP_UADJ,Neo Corp International Ltd (NEOCORP) Unadjusted Stock Prices
XNSE,MFBSLCP5G_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLCP5G) Unadjusted Stock Prices
XNSE,N6IIFLFIN_UADJ,India Infoline Finance Ltd (N6IIFLFIN) Unadjusted Stock Prices
XNSE,KOJAMFIN_UADJ,Kojam Fininvest Ltd. (KOJAMFIN) Unadjusted Stock Prices
XNSE,EDSERV_UADJ,Edserv Softsystems Limited (EDSERV) Unadjusted Stock Prices
XNSE,EMPEESUG_UADJ,Empee Sugars & Chemicals Ltd. (EMPEESUG) Unadjusted Stock Prices
XNSE,AFTEK_UADJ,Aftek Ltd (AFTEK) Unadjusted Stock Prices
XNSE,E2HINDALC0_UADJ,Hindalco Industries Ltd. (E2HINDALC0) Unadjusted Stock Prices
XNSE,N1IIHFL_UADJ,India Infoline Housing Finance Ltd (N1IIHFL) Unadjusted Stock Prices
XNSE,MFFTFTF14AGR_UADJ,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14AGR) Unadjusted Stock Prices
XNSE,IPCL_UADJ,Indian Petrochemicals Corporation Ltd. (IPCL) Unadjusted Stock Prices
XNSE,MFH1175J29RG_UADJ,HDFC Asset Management Company Ltd. (MFH1175J29RG) Unadjusted Stock Prices
XNSE,NBMUTHOOTFIN_UADJ,Muthoot Finance Ltd. (NBMUTHOOTFIN) Unadjusted Stock Prices
XNSE,NIVINFRA_UADJ,We Internet Ltd. (NIVINFRA) Unadjusted Stock Prices
XNSE,SOLEMS_UADJ,Solectron EMS India Ltd. (SOLEMS) Unadjusted Stock Prices
XNSE,PEARLGLOBL_UADJ,Pearl Global Ltd. (PEARLGLOBL) Unadjusted Stock Prices
XNSE,SHREEASHTA_UADJ,Shree Ashtavinayak Cine Vision Ltd. (SHREEASHTA) Unadjusted Stock Prices
XNSE,MFFTFTF15DV_UADJ,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF15DV) Unadjusted Stock Prices
XNSE,N5NTPC_UADJ,NTPC Ltd. (N5NTPC) Unadjusted Stock Prices
XNSE,SPICETELE_UADJ,Spice Communications Ltd. (SPICETELE) Unadjusted Stock Prices
XNSE,GULFCORP_UADJ,GOCL Corporation Ltd. (GULFCORP) Unadjusted Stock Prices
XNSE,UTISUNDER_UADJ,Unit Trust of India (UTISUNDER) Unadjusted Stock Prices
XNSE,DRSTAN_UADJ,Standard Chartered plc (DRSTAN) Unadjusted Stock Prices
XNSE,W1ORBITCORP_UADJ,Orbit Corporation Ltd. (W1ORBITCORP) Unadjusted Stock Prices
XNSE,FIRSTLEASE_UADJ,First Leasing Co. of India Ltd. (FIRSTLEASE) Unadjusted Stock Prices
XNSE,PATNI_UADJ,Patni Computer Systems (PATNI) Unadjusted Stock Prices
XNSE,NQSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NQSRTRANSFIN) Unadjusted Stock Prices
XNSE,N3IIFLFIN_UADJ,India Infoline Finance Ltd (N3IIFLFIN) Unadjusted Stock Prices
XNSE,KANDAGIRI_UADJ,Kandagiri Spinning Mills Ltd. (KANDAGIRI) Unadjusted Stock Prices
XNSE,N3TCFSL_UADJ,Tata Capital Financial Services Limited (N3TCFSL) Unadjusted Stock Prices
XNSE,TELEDATAIT_UADJ,Teledata Technology Solutions Ltd (TELEDATAIT) Unadjusted Stock Prices
XNSE,MFIPRU1830_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU1830) Unadjusted Stock Prices
XNSE,MFUFTFGR12PX_UADJ,UTI Asset Management Company Ltd (MFUFTFGR12PX) Unadjusted Stock Prices
XNSE,PARAL_UADJ,Parekh Aluminex Ltd. (PARAL) Unadjusted Stock Prices
XNSE,N4L_TFINANCE_UADJ,L&T Finance Limited. (N4L.TFINANCE) Unadjusted Stock Prices
XNSE,W1HDFC_UADJ,Housing Development Finance Corporation Ltd. (W1HDFC) Unadjusted Stock Prices
XNSE,BATLIBOI_UADJ,Batliboi Ltd. (BATLIBOI) Unadjusted Stock Prices
XNSE,VISUALSOFT_UADJ,Visualsoft Technologies Ltd. (VISUALSOFT) Unadjusted Stock Prices
XNSE,N2NHAI_UADJ,National Highways Authority of India (N2NHAI) Unadjusted Stock Prices
XNSE,N4RECLTD_UADJ,Rural Electrification Corporation Ltd (N4RECLTD) Unadjusted Stock Prices
XNSE,W1RJL_UADJ,Renaissance Jewellery Ltd. (W1RJL) Unadjusted Stock Prices
XNSE,RPL_UADJ,Reliance Petroleum Ltd. (RPL) Unadjusted Stock Prices
XNSE,NLSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NLSRTRANSFIN) Unadjusted Stock Prices
XNSE,N2SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (N2SRTRANSFIN) Unadjusted Stock Prices
